证券代码,证券简称,实际控制人名称,实际控制人属性,公司中文名称,注册地址,省份,流通市值,统一社会信用代码
002735.SZ,王子新材,王进军,个人,深圳王子新材料股份有限公司,广东省深圳市龙华区龙华街道奋进路4号王子工业园,广东省,"5,466,504,289.4000",91440300279344432Y
301041.SZ,金百泽,武守坤,个人,深圳市金百泽电子科技股份有限公司,广东省深圳市福田区梅林街道北环路梅林多丽工业区厂房3栋第3层318A房,广东省,"2,480,310,000.0000",914403002793441849
300622.SZ,博士眼镜,"ALEXANDER LIU,LOUISA FAN",境外,博士眼镜连锁股份有限公司,广东省深圳市罗湖区桂园街道深南东路5016号京基一百大厦A座2201-02单元,广东省,"2,788,008,293.0700",914403002793301026
300044.SZ,*ST赛为,周勇,个人,深圳市赛为智能股份有限公司,广东省深圳市龙岗区南湾街道下李朗社区联李东路8号赛为大楼A101至15楼,广东省,"1,871,491,784.0400",91440300279316343L
002990.SZ,盛视科技,瞿磊,个人,盛视科技股份有限公司,"广东省深圳市福田区华富街道莲花一村社区彩田路7018号新浩壹都A4201-4206(整层),43整层,45整层",广东省,"6,073,181,237.5000",914403002793071563
300921.SZ,南凌科技,"陈树林,蒋小明",个人,南凌科技股份有限公司,广东省深圳市福田区深南大道1006号深圳国际创新中心A栋16层,广东省,"3,730,703,192.1000",91440300279303761R
600548.SH,深高速,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳高速公路集团股份有限公司,广东省深圳市龙华区福城街道福民收费站,广东省,"13,773,727,832.8600",91440300279302515E
002775.SZ,文科园林,"李从文,赵文凤",个人,深圳文科园林股份有限公司,"广东省深圳市福田区深南大道1006号深圳国际创新中心(福田科技广场)A栋35,36层",广东省,"1,892,110,425.5700",91440300279296274G
002850.SZ,科达利,"励建炬,励建立",个人,深圳市科达利实业股份有限公司,广东省深圳市龙华区大浪街道同胜社区中建科技厂区厂房一1层,广东省,"33,037,436,769.8400",914403002792732914
002121.SZ,科陆电子,深圳市资本运营集团有限公司,地方国有企业,深圳市科陆电子科技股份有限公司,广东省深圳市光明新区观光路3009号招商局光明科技园A6栋2A,广东省,"6,619,240,990.9000",91440300279261223W
000058.SZ,深赛格,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳赛格股份有限公司,广东省深圳市福田区华强北路群星广场A座三十一楼,广东省,"5,589,412,823.9000",91440300279253776E
300576.SZ,容大感光,"黄勇,林海望,刘启升,杨遇春",个人,深圳市容大感光科技股份有限公司,广东省深圳市宝安区福海街道新田社区新田大道71-5号301(1-3层),广东省,"5,353,833,375.0200",91440300279247966X
002885.SZ,京泉华,"窦晓月,张立品",个人,深圳市京泉华科技股份有限公司,广东省深圳市龙华区观澜街道桂月路325号京泉华工业园,广东省,"3,524,400,000.0000",91440300279247552R
600162.SH,香江控股,"刘志强,翟美卿",个人,深圳香江控股股份有限公司,广东省深圳市前海深港合作区南山街道兴海大道3046号香江金融大厦32楼—A1,广东省,"6,995,309,733.4400",91440300267146826U
002880.SZ,卫光生物,深圳市光明区人民政府,地方政府,深圳市卫光生物制品股份有限公司,广东省深圳市光明新区光明街道光侨大道3402号,广东省,"6,781,320,000.0000",91440300192471818P
000036.SZ,华联控股,,,华联控股股份有限公司,广东省深圳市福田区深南中路2008号华联大厦11层,广东省,"5,594,431,274.2500",91440300192471500W
000055.SZ,方大集团,熊建明,个人,方大集团股份有限公司,广东省深圳市南山区高新技术产业园南区科技南十二路方大科技大厦,广东省,"2,895,587,910.7200",91440300192448589C
000078.SZ,海王生物,张思民,个人,深圳市海王生物工程股份有限公司,广东省深圳市南山区科技中三路1号海王银河科技大厦24层,广东省,"9,792,966,394.9200",91440300192444086R
000004.SZ,国华网安,李映彤,个人,深圳国华网安科技股份有限公司,广东省深圳市福田区梅林街道梅都社区中康路126号卓越梅林中心广场(南区)卓悦汇B2206A,广东省,"3,013,978,462.3200",91440300192441969E
002939.SZ,长城证券,中国华能集团有限公司,中央国有企业,长城证券股份有限公司,广东省深圳市福田区福田街道金田路2026号能源大厦南塔楼10-19层,广东省,"30,382,338,386.2900",91440300192431912U
002882.SZ,金龙羽,郑有水,个人,金龙羽集团股份有限公司,广东省深圳市龙岗区吉华街道吉华路288号金龙羽工业园,广东省,"4,610,385,000.0000",91440300192425168B
002336.SZ,人人乐,西安曲江新区管理委员会,地方政府,人人乐连锁商业集团股份有限公司,广东省深圳市宝安区石岩街道洲石路北侧人人乐物流中心主楼二层,广东省,"3,018,400,000.0000",914403001924223896
300564.SZ,筑博设计,"徐江,徐先林",个人,筑博设计股份有限公司,西藏自治区拉萨市柳梧新区国际总部城6幢2单元6层1号,西藏自治区,"2,650,447,500.0000",91440300192420826L
002139.SZ,拓邦股份,武永强,个人,深圳拓邦股份有限公司,广东省深圳市南山区高新技术产业园区清华大学研究院B区413房,广东省,"13,298,828,001.7600",91440300192413773Q
601333.SH,广深铁路,中国国家铁路集团有限公司,中央国有企业,广深铁路股份有限公司,广东省深圳市罗湖区和平路1052号,广东省,"12,547,966,140.0000",91440300192411663K
601139.SH,深圳燃气,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市燃气集团股份有限公司,广东省深圳市福田区梅坳一路268号,广东省,"21,230,544,474.7200",91440300192408392D
300832.SZ,新产业,翁先定,个人,深圳市新产业生物医学工程股份有限公司,广东省深圳市坪山区坑梓街道金沙社区锦绣东路23号新产业生物大厦二十一层,广东省,"29,208,659,252.0500",914403001923998520
002724.SZ,海洋王,"徐素,周明杰",个人,海洋王照明科技股份有限公司,广东省深圳市光明新区光明街道高新路1601号海洋王科技楼B栋1层,广东省,"10,746,053,624.2800",91440300192368087N
300206.SZ,理邦仪器,,,深圳市理邦精密仪器股份有限公司,广东省深圳市坪山新区坑梓街道金沙社区金辉路15号,广东省,"6,439,660,835.2200",914403001923672010
002238.SZ,天威视讯,深圳广播电影电视集团,地方国有企业,深圳市天威视讯股份有限公司,广东省深圳市福田区彩田路6001号,广东省,"4,614,715,170.0000",9144030019235964X8
002482.SZ,广田集团,叶远西,境外,深圳广田集团股份有限公司,广东省深圳市罗湖区深南东路2098号,广东省,"3,674,098,380.2300",91440300192359041F
002163.SZ,海南发展,海南省人民政府国有资产监督管理委员会,地方国资委,海控南海发展股份有限公司,广东省深圳市南山区南油大道2061号新保辉大厦17层,广东省,"8,172,103,500.0000",914403001923528003
002781.SZ,奇信股份,新余市人民政府国有资产监督管理委员会,地方国资委,江西奇信集团股份有限公司,"江西省新余市渝水区城北毓秀东大道718号百乐村18栋(综合楼)1501,1601,1701",江西省,"2,200,500,000.0000",91440300192337969F
002815.SZ,崇达技术,"姜雪飞,朱雪花",个人,崇达技术股份有限公司,广东省深圳市光明新区光明街道观光路3009号招商局光明科技园A3栋C单元207,广东省,"11,208,273,702.4000",91440300192337600C
300546.SZ,雄帝科技,高晶,个人,深圳市雄帝科技股份有限公司,广东省深圳市南山区粤海街道深圳市软件产业基地1栋C座9层,广东省,"4,571,524,485.0000",91440300192328114W
002594.SZ,比亚迪,王传福,个人,比亚迪股份有限公司,广东省深圳市龙岗区葵涌镇延安路一号,广东省,"397,078,285,245.0000",91440300192317458F
002811.SZ,郑中设计,"邱艾,郑忠",境外,深圳市郑中设计股份有限公司,"广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01,4B02",广东省,"2,389,709,638.8000",914403001923003657
002733.SZ,雄韬股份,张华农,个人,深圳市雄韬电源科技股份有限公司,"广东省深圳市龙岗区大鹏新区大鹏镇同富工业区雄韬科技园办公楼1#,2#,3#,8#厂房及9#厂房南栋1至5层",广东省,"5,886,172,467.1600",91440300192290291B
300621.SZ,维业股份,珠海市人民政府国有资产监督管理委员会,地方国资委,深圳市维业装饰集团股份有限公司,"广东省深圳市福田区新洲路以西,莲花路以南振业景洲大厦裙楼101",广东省,"1,845,462,929.0000",91440300192287527J
002736.SZ,国信证券,深圳市人民政府国有资产监督管理委员会,地方国资委,国信证券股份有限公司,广东省深圳市罗湖区红岭中路1012号国信证券大厦十六层至二十六层,广东省,"94,297,932,188.3700",914403001922784445
605499.SH,东鹏饮料,林木勤,个人,东鹏饮料(集团)股份有限公司,广东省深圳市南山区桃源街道珠光北路142号众冠红花岭工业西区3栋1楼,广东省,"58,841,471,000.0000",91440300192277214F
002822.SZ,中装建设,"庄小红,庄展诺,庄重",个人,深圳市中装建设集团股份有限公司,广东省深圳市罗湖区深南东路4002号鸿隆世纪广场四-五层(仅限办公),广东省,"4,957,327,632.1600",914403001922663713
000062.SZ,深圳华强,梁光伟及其控制公司,个人,深圳华强实业股份有限公司,广东省深圳市福田区华强北路华强广场A座5楼,广东省,"13,262,130,202.9600",91440300192255939T
002789.SZ,建艺集团,刘海云,个人,深圳市建艺装饰集团股份有限公司,广东省深圳市福田区振兴路建艺大厦19层东,广东省,"1,616,986,196.8200",914403001922545226
000090.SZ,天健集团,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市天健(集团)股份有限公司,广东省深圳市福田区红荔西路莲花街道7019号天健商务大厦19楼,广东省,"11,491,554,419.1000",91440300192251874W
000032.SZ,深桑达A,国务院国有资产监督管理委员会,国资委,深圳市桑达实业股份有限公司,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,广东省,"22,376,336,106.0000",914403001922517431
000031.SZ,大悦城,国务院国有资产监督管理委员会,国资委,大悦城控股集团股份有限公司,广东省深圳市宝安区新安街道3区龙井二路3号中粮地产集团中心第1层101室,广东省,"16,459,443,221.7600",914403001922471899
000027.SZ,深圳能源,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳能源集团股份有限公司,"广东省深圳市福田区福田街道金田路2026号能源大厦北塔楼9层,29-31层,34-41层",广东省,"31,303,625,647.2800",91440300192241158P
002949.SZ,华阳国际,唐崇武,个人,深圳市华阳国际工程设计股份有限公司,广东省深圳市龙华区民治街道北站社区汇隆商务中心2号楼2618,广东省,"2,868,001,632.6500",91440300192239795N
600999.SH,招商证券,国务院国有资产监督管理委员会,国资委,招商证券股份有限公司,广东省深圳市福田区福田街道福华一路111号,广东省,"108,212,836,865.7600",91440300192238549B
300917.SZ,特发服务,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市特发服务股份有限公司,广东省深圳市福田区香蜜湖街道侨香路1010号特发文创广场五楼,广东省,"3,048,500,000.0000",914403001922285356
002587.SZ,奥拓电子,吴涵渠,个人,深圳市奥拓电子股份有限公司,广东省深圳市罗湖区清水河街道清水河社区清水河一路112号深业进元大厦塔楼2座1805,广东省,"2,934,198,711.0000",914403001922261931
000060.SZ,中金岭南,广东省人民政府国有资产监督管理委员会,地方国资委,深圳市中金岭南有色金属股份有限公司,广东省深圳市罗湖区清水河街道清水河社区清水河一路112号深业进元大厦塔楼2座303C,广东省,"17,118,662,334.9700",914403001922063360
000009.SZ,中国宝安,,,中国宝安集团股份有限公司,广东省深圳市罗湖区笋岗东路1002号宝安广场A座28-29层,广东省,"29,944,674,133.6500",9144030019219665XD
002916.SZ,深南电路,国务院国有资产监督管理委员会,国资委,深南电路股份有限公司,广东省深圳市龙岗区坪地街道盐龙大道1639号,广东省,"49,267,285,556.4600",914403001921957616
000023.SZ,深天地A,林宏润,个人,深圳市天地(集团)股份有限公司,广东省深圳市南山区高新技术产业园(北区)朗山路东物商业大楼10楼,广东省,"1,665,074,880.0000",91440300192192827L
000025.SZ,特力A,深圳市人民政府国有资产监督管理委员会,地方国资委,深圳市特力(集团)股份有限公司,广东省深圳市罗湖区水贝二路特力大厦三楼,广东省,"5,113,973,726.4000",91440300192192210U
000049.SZ,德赛电池,惠州市人民政府国有资产监督管理委员会,地方国资委,深圳市德赛电池科技股份有限公司,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦26楼,广东省,"11,096,046,941.5000",914403001921920932
002325.SZ,洪涛股份,刘年新,个人,深圳洪涛集团股份有限公司,广东省深圳市罗湖区泥岗西洪涛路17号,广东省,"3,353,159,436.3300",914403001921910661
000042.SZ,中洲控股,黄光苗,境外,深圳市中洲投资控股股份有限公司,广东省深圳市福田区福田街道岗厦社区金田路3088号中洲大厦3802,广东省,"5,039,420,033.6200",91440300192190768P
000026.SZ,飞亚达,国务院国有资产监督管理委员会,国资委,飞亚达精密科技股份有限公司,广东省深圳市南山区高新南一道飞亚达科技大厦,广东省,"3,570,832,879.7000",91440300192189783K
000028.SZ,国药一致,国务院国有资产监督管理委员会,国资委,国药集团一致药业股份有限公司,广东省深圳市福田区八卦四路15号一致药业大厦,广东省,"12,272,213,663.0400",91440300192186267U
